"","x"
"1394",5.01380096648236
"1395",3.52358785685617
"1396",NA
"1397",3.38589572050038
"1398",2.39078273515195
"1399",2.39078273515195
"1400",2.39078273515195
"1401",3.52358785685617
"1402",2.0328040440925
"1403",7.35836879914137
"1404",2.89136101854978
"1405",4.05178485829139
"1406",1.86846532658764
"1407",NA
"1408",3.52358785685617
"1409",3.38589572050038
"1410",NA
"1411",NA
"1412",2.22468838451663
"1413",3.0282196720053
"1414",4.05178485829139
"1415",NA
"1416",NA
"1417",3.64467807252855
"1418",NA
"1419",NA
"1420",3.64467807252855
"1421",3.81182217168693
"1422",2.39078273515195
"1423",2.17495927264551
"1424",NA
"1425",3.38589572050038
"1426",2.17495927264551
"1427",4.14860807340797
"1428",3.18588225234087
"1429",NA
"1430",NA
"1431",1.71063995865128
"1432",NA
"1433",1.96175087626972
"1434",5.64978075005027
"1435",4.34475713389236
"1436",4.05178485829139
"1437",3.95497463722755
"1438",NA
"1439",5.01380096648236
"1440",4.75371482539084
"1441",4.05178485829139
"1442",3.18588225234087
"1443",4.05178485829139
"1444",4.05178485829139
"1445",NA
"1446",1.73209898183812
"1447",4.75371482539084
"1448",NA
"1449",1.96175087626972
"1450",3.0282196720053
"1451",4.34475713389236
"1452",3.64467807252855
"1453",1.65071812473173
"1454",0.304006123872691
"1455",NA
"1456",2.0328040440925
"1457",NA
"1458",NA
"1459",2.22468838451663
"1460",1.86846532658764
"1461",4.34475713389236
"1462",2.37277833803963
"1463",2.17495927264551
"1464",1.86846532658764
"1465",2.39078273515195
"1466",3.81182217168693
"1467",2.17495927264551
"1468",2.71752168677094
"1469",2.17495927264551
"1470",1.96175087626972
"1471",3.22388831327646
"1472",NA
"1473",2.37277833803963
"1474",1.86846532658764
"1475",4.05178485829139
"1476",2.89136101854978
"1477",4.05178485829139
"1478",NA
"1479",NA
"1480",3.22388831327646
"1481",3.52358785685617
"1482",2.16593931061891
"1483",NA
"1484",1.96175087626972
"1485",NA
"1486",2.37277833803963
"1487",3.38589572050038
"1488",2.0328040440925
"1489",3.11229036552345
"1490",2.70427519666414
"1491",NA
"1492",NA
"1493",NA
"1494",2.39078273515195
"1495",NA
"1496",NA
"1497",4.75371482539084
"1498",3.52358785685617
"1499",5.14512682369784
"1500",2.89136101854978
"1501",NA
"1502",3.85705868783323
"1503",NA
"1504",0.45061461367306
"1505",NA
"1506",1.65071812473173
"1507",1.96175087626972
"1508",NA
"1509",1.96175087626972
"1510",2.17495927264551
"1511",3.38589572050038
"1512",1.65071812473173
"1513",NA
"1514",6.51291266424381
"1515",6.11995379748403
"1516",4.05178485829139
"1517",NA
"1518",5.27373112867443
"1519",4.10455418882341
"1520",2.72515457937213
"1521",NA
"1522",NA
"1523",2.0328040440925
"1524",5.14512682369784
"1525",4.10455418882341
"1526",NA
"1527",NA
"1528",3.11229036552345
"1529",NA
"1530",3.85705868783323
"1531",NA
"1532",NA
"1533",5.14512682369784
"1534",3.75638086741443
"1535",2.72515457937213
"1536",6.32500689860188
"1537",NA
"1538",4.05178485829139
"1539",2.0328040440925
"1540",1.65071812473173
"1541",4.10455418882341
"1542",3.11229036552345
"1543",3.11229036552345
"1544",3.11229036552345
"1545",NA
"1546",3.38589572050038
"1547",4.10455418882341
"1548",2.72515457937213
"1549",2.81129173427227
"1550",7.35836879914137
"1551",3.52358785685617
"1552",3.81182217168693
"1553",2.89136101854978
"1554",2.16593931061891
"1555",3.26031645145353
"1556",3.52358785685617
"1557",2.17495927264551
"1558",2.81129173427227
"1559",5.14512682369784
"1560",3.0282196720053
"1561",NA
"1562",3.95497463722755
"1563",1.96175087626972
"1564",1.96175087626972
"1565",3.52358785685617
"1566",2.17495927264551
"1567",NA
"1568",5.78062564910553
"1569",1.84951804676447
"1570",5.14512682369784
"1571",2.49470644206798
"1572",3.38589572050038
"1573",NA
"1574",6.32500689860188
"1575",2.70427519666414
"1576",2.0328040440925
"1577",NA
"1578",3.22388831327646
"1579",3.38589572050038
"1580",NA
"1581",4.05178485829139
"1582",1.86846532658764
"1583",3.52358785685617
"1584",1.96175087626972
"1585",2.05587322419301
"1586",5.01380096648236
"1587",2.0328040440925
"1588",3.38589572050038
"1589",4.10455418882341
"1590",3.95497463722755
"1591",2.39078273515195
"1592",0.939047033153969
"1593",4.05178485829139
"1594",2.39078273515195
"1595",3.38589572050038
"1596",4.05178485829139
"1597",3.45570373640257
"1598",1.86846532658764
"1599",3.22388831327646
"1600",3.38589572050038
"1601",NA
"1602",3.64467807252855
"1603",2.37277833803963
"1604",5.14512682369784
"1605",NA
"1606",3.64467807252855
"1607",1.65071812473173
"1608",NA
"1609",4.05178485829139
"1610",3.95497463722755
"1611",NA
"1612",NA
"1613",5.01380096648236
"1614",1.65071812473173
"1615",NA
"1616",2.89136101854978
"1617",3.11229036552345
"1618",4.10455418882341
"1619",1.84951804676447
"1620",3.03330425409136
"1621",2.17495927264551
"1622",3.52358785685617
"1623",NA
"1624",5.19139798754309
"1625",1.96175087626972
"1626",NA
"1627",3.65050270791348
"1628",3.52358785685617
"1629",5.01380096648236
"1630",3.38589572050038
"1631",4.14860807340797
"1632",NA
"1633",2.17495927264551
"1634",1.96175087626972
"1635",5.14512682369784
"1636",5.14512682369784
"1637",2.17495927264551
"1638",2.72515457937213
"1639",2.89136101854978
"1640",4.10455418882341
"1641",NA
"1642",2.89136101854978
"1643",4.10455418882341
"1644",2.39078273515195
"1645",1.86846532658764
"1646",NA
"1647",3.38589572050038
"1648",5.78062564910553
"1649",3.26031645145353
"1650",5.14512682369784
"1651",3.52358785685617
"1652",NA
"1653",6.69042654929144
"1654",5.14512682369784
"1655",3.95497463722755
"1656",2.17495927264551
"1657",2.17495927264551
"1658",4.10455418882341
"1659",4.05178485829139
"1660",2.89136101854978
"1661",1.96175087626972
"1662",1.96175087626972
"1663",0.939047033153969
"1664",3.18588225234087
"1665",1.73209898183812
"1666",3.45570373640257
"1667",4.05178485829139
"1668",2.35068956684112
"1669",NA
"1670",1.73209898183812
"1671",2.39078273515195
"1672",3.64467807252855
"1673",5.91388571113206
"1674",2.0328040440925
"1675",NA
"1676",1.96175087626972
"1677",4.64411245137364
"1678",2.0328040440925
"1679",4.10455418882341
"1680",2.72515457937213
"1681",2.0328040440925
"1682",5.64978075005027
"1683",NA
"1684",3.75638086741443
"1685",3.52358785685617
"1686",2.37277833803963
"1687",2.81346444913186
"1688",2.17495927264551
"1689",NA
"1690",NA
"1691",4.34475713389236
"1692",2.71752168677094
"1693",2.72515457937213
"1694",NA
"1695",NA
"1696",3.52358785685617
"1697",4.05178485829139
"1698",2.0328040440925
"1699",2.50316589795126
"1700",6.32500689860188
"1701",6.51291266424381
"1702",2.35068956684112
"1703",2.81129173427227
"1704",3.95497463722755
"1705",3.95497463722755
"1706",NA
"1707",2.0328040440925
"1708",2.0328040440925
"1709",2.35068956684112
"1710",4.14860807340797
"1711",5.01380096648236
"1712",5.14512682369784
"1713",4.05178485829139
"1714",4.05178485829139
"1715",NA
"1716",NA
"1717",4.34475713389236
"1718",2.39078273515195
"1719",5.78062564910553
"1720",2.17495927264551
"1721",2.81129173427227
"1722",2.17495927264551
"1723",NA
"1724",2.37277833803963
"1725",3.52358785685617
"1726",3.52358785685617
"1727",4.10455418882341
"1728",5.40150141503716
"1729",6.04981563993608
"1730",3.95497463722755
"1731",2.39078273515195
"1732",3.03909046407669
"1733",2.17495927264551
"1734",4.34475713389236
"1735",2.39078273515195
"1736",3.52358785685617
"1737",2.96561920215939
"1738",NA
"1739",2.39078273515195
"1740",NA
"1741",5.01380096648236
"1742",3.95497463722755
"1743",NA
"1744",4.10455418882341
"1745",2.39078273515195
"1746",3.52358785685617
"1747",1.71063995865128
"1748",4.05178485829139
"1749",3.38589572050038
"1750",1.43044265215605
"1751",2.17495927264551
"1752",2.81129173427227
"1753",2.89136101854978
"1754",4.87696639104639
"1755",5.27373112867443
"1756",3.64467807252855
"1757",2.81129173427227
"1758",2.72515457937213
"1759",1.71063995865128
"1760",1.40030853442918
"1761",2.39078273515195
"1762",4.34475713389236
"1763",NA
"1764",3.95497463722755
"1765",NA
"1766",5.39378067959874
"1767",1.96175087626972
"1768",4.34475713389236
"1769",NA
"1770",NA
"1771",4.05178485829139
"1772",5.14512682369784
"1773",1.96175087626972
"1774",NA
"1775",2.37277833803963
"1776",2.72515457937213
"1777",2.62935535460519
"1778",5.19139798754309
"1779",3.52358785685617
"1780",4.34475713389236
"1781",NA
"1782",2.0328040440925
"1783",1.27560289949022
"1784",NA
"1785",NA
"1786",4.64411245137364
"1787",3.56498705677643
"1788",NA
"1789",NA
"1790",3.52358785685617
"1791",3.18588225234087
"1792",0.625848789835245
"1793",NA
"1794",NA
"1795",1.71063995865128
"1796",NA
"1797",NA
"1798",4.34475713389236
"1799",3.22388831327646
"1800",3.64467807252855
"1801",4.43779593100917
"1802",3.48506264813278
"1803",3.64467807252855
"1804",NA
"1805",5.78062564910553
"1806",6.32500689860188
"1807",5.64978075005027
"1808",4.10455418882341
"1809",2.39078273515195
"1810",6.51291266424381
"1811",2.0328040440925
"1812",3.38589572050038
"1813",1.43044265215605
"1814",NA
"1815",2.0328040440925
"1816",NA
"1817",3.52358785685617
"1818",3.52358785685617
"1819",NA
"1820",2.37277833803963
"1821",5.01380096648236
"1822",3.38589572050038
"1823",4.34475713389236
"1824",5.14512682369784
"1825",4.05178485829139
"1826",2.72515457937213
"1827",3.38589572050038
"1828",NA
"1829",NA
"1830",3.38589572050038
"1831",6.51291266424381
"1832",4.43779593100917
"1833",2.0328040440925
"1834",2.72515457937213
"1835",3.52358785685617
"1836",NA
"1837",1.002669629589
"1838",NA
"1839",4.05178485829139
"1840",NA
"1841",3.22388831327646
"1842",3.11229036552345
"1843",5.14512682369784
"1844",2.39078273515195
"1845",2.70427519666414
"1846",1.96175087626972
"1847",5.14512682369784
"1848",1.86846532658764
"1849",2.81129173427227
"1850",2.37277833803963
"1851",1.27560289949022
"1852",3.75638086741443
"1853",2.50316589795126
"1854",4.53989647631286
"1855",4.10455418882341
"1856",4.34475713389236
"1857",NA
"1858",NA
"1859",4.14860807340797
"1860",4.05178485829139
"1861",NA
"1862",2.17495927264551
"1863",2.81129173427227
"1864",3.64467807252855
"1865",NA
"1866",5.27373112867443
"1867",5.78062564910553
"1868",4.34475713389236
"1869",0.939047033153969
"1870",3.64467807252855
"1871",NA
"1872",0.45061461367306
"1873",4.34475713389236
"1874",1.96175087626972
"1875",2.81129173427227
"1876",3.95497463722755
"1877",3.85705868783323
"1878",2.0328040440925
"1879",2.39078273515195
"1880",4.34475713389236
"1881",NA
"1882",1.40030853442918
"1883",0.939047033153969
"1884",NA
"1885",3.38589572050038
"1886",NA
"1887",1.71063995865128
"1888",NA
"1889",5.19139798754309
"1890",5.64978075005027
"1891",2.39078273515195
"1892",1.65071812473173
"1893",NA
"1894",NA
"1895",2.0328040440925
"1896",3.38589572050038
"1897",2.35068956684112
"1898",3.52358785685617
"1899",4.34475713389236
"1900",NA
"1901",2.72515457937213
"1902",NA
"1903",NA
"1904",4.05178485829139
"1905",2.39078273515195
"1906",NA
"1907",2.0328040440925
"1908",NA
"1909",NA
"1910",2.0328040440925
"1911",3.95497463722755
"1912",4.05178485829139
"1913",NA
"1914",NA
"1915",2.39078273515195
"1916",NA
"1917",4.05178485829139
"1918",3.64467807252855
"1919",3.11229036552345
"1920",NA
"1921",NA
"1922",3.38589572050038
"1923",NA
"1924",4.14860807340797
"1925",1.86846532658764
"1926",2.37277833803963
"1927",5.01380096648236
"1928",5.78062564910553
"1929",NA
"1930",4.10455418882341
"1931",1.71063995865128
"1932",2.81129173427227
"1933",7.18959999355424
"1934",4.10455418882341
"1935",NA
"1936",2.0328040440925
"1937",NA
"1938",5.78062564910553
"1939",3.64467807252855
"1940",2.78931061985496
"1941",NA
"1942",3.38589572050038
"1943",2.81129173427227
"1944",3.85705868783323
"1945",1.65071812473173
"1946",3.52358785685617
"1947",NA
"1948",5.01380096648236
"1949",3.45570373640257
"1950",NA
"1951",2.39078273515195
"1952",3.52358785685617
"1953",1.71063995865128
"1954",2.37277833803963
"1955",2.0328040440925
"1956",2.37277833803963
"1957",NA
"1958",4.54532660446142
"1959",NA
"1960",3.52358785685617
"1961",2.0328040440925
"1962",3.38589572050038
"1963",NA
"1964",NA
"1965",NA
"1966",NA
"1967",3.95497463722755
"1968",2.37277833803963
"1969",NA
"1970",5.01380096648236
"1971",4.75371482539084
"1972",4.05178485829139
"1973",3.52358785685617
"1974",3.38589572050038
"1975",NA
"1976",2.39078273515195
"1977",5.78062564910553
"1978",NA
"1979",7.35836879914137
"1980",5.19139798754309
"1981",2.81129173427227
"1982",2.39078273515195
"1983",2.72515457937213
"1984",5.27373112867443
"1985",4.34475713389236
"1986",3.18588225234087
"1987",4.05178485829139
"1988",5.91388571113206
"1989",4.53989647631286
"1990",4.10455418882341
"1991",NA
"1992",NA
"1993",4.43779593100917
"1994",2.72515457937213
"1995",3.52358785685617
"1996",5.27373112867443
"1997",NA
"1998",4.05178485829139
"1999",6.69042654929144
"2000",3.95497463722755
"2001",3.38589572050038
"2002",2.17495927264551
"2003",NA
"2004",4.73054897410946
"2005",3.38589572050038
"2006",3.85705868783323
"2007",NA
"2008",3.64467807252855
"2009",3.85705868783323
"2010",1.14025087938204
"2011",NA
"2012",2.0328040440925
"2013",2.39078273515195
"2014",NA
"2015",3.64467807252855
"2016",2.05587322419301
"2017",NA
"2018",2.70427519666414
"2019",2.81129173427227
"2020",NA
"2021",2.39078273515195
"2022",3.18588225234087
"2023",2.72515457937213
"2024",NA
"2025",3.85705868783323
"2026",NA
"2027",1.65071812473173
"2028",5.14512682369784
"2029",2.39078273515195
"2030",5.78062564910553
"2031",NA
"2032",1.71063995865128
"2033",3.26031645145353
"2034",4.05178485829139
"2035",2.72515457937213
"2036",NA
"2037",2.39078273515195
"2038",NA
"2039",3.38589572050038
"2040",4.34475713389236
"2041",5.01380096648236
"2042",1.73209898183812
"2043",NA
"2044",2.70427519666414
"2045",3.52358785685617
"2046",3.52358785685617
"2047",NA
"2048",3.52358785685617
"2049",1.86846532658764
"2050",3.18588225234087
"2051",NA
"2052",1.40030853442918
"2053",NA
"2054",2.70427519666414
"2055",4.34475713389236
"2056",1.84951804676447
"2057",5.14512682369784
"2058",NA
"2059",2.37277833803963
"2060",3.52358785685617
"2061",4.87696639104639
"2062",NA
"2063",NA
"2064",NA
"2065",2.31256779465991
"2066",6.32500689860188
"2067",3.52358785685617
"2068",4.10455418882341
"2069",NA
"2070",2.0328040440925
"2071",4.10455418882341
"2072",4.10455418882341
"2073",4.24620082433421
"2074",2.0328040440925
"2075",NA
"2076",NA
"2077",3.38589572050038
"2078",4.75371482539084
"2079",3.38589572050038
"2080",1.96175087626972
"2081",3.22388831327646
"2082",2.37277833803963
"2083",2.39078273515195
"2084",2.17495927264551
"2085",3.64467807252855
"2086",5.14512682369784
"2087",NA
"2088",3.52358785685617
"2089",5.78062564910553
"2090",NA
"2091",0.302171101779486
"2092",NA
"2093",NA
"2094",NA
"2095",NA
"2096",5.14512682369784
"2097",3.95497463722755
"2098",3.38589572050038
"2099",2.39078273515195
"2100",2.0328040440925
"2101",3.38589572050038
"2102",3.18588225234087
"2103",NA
"2104",5.64978075005027
"2105",2.37277833803963
"2106",2.70427519666414
"2107",NA
"2108",2.17495927264551
"2109",1.71063995865128
"2110",2.0328040440925
"2111",1.84951804676447
"2112",3.38589572050038
"2113",1.65071812473173
"2114",1.71063995865128
"2115",2.81129173427227
"2116",NA
"2117",3.18588225234087
"2118",2.89136101854978
"2119",NA
"2120",7.35836879914137
"2121",2.50059638485009
"2122",NA
"2123",NA
"2124",1.40030853442918
"2125",5.01380096648236
"2126",4.34475713389236
"2127",5.14512682369784
"2128",NA
"2129",2.62935535460519
"2130",2.17495927264551
"2131",NA
"2132",NA
"2133",2.72515457937213
"2134",5.14512682369784
"2135",NA
"2136",1.27560289949022
"2137",2.38759970512209
"2138",1.43044265215605
"2139",1.96175087626972
"2140",NA
"2141",2.62935535460519
"2142",2.70427519666414
"2143",1.86846532658764
"2144",5.27373112867443
"2145",NA
"2146",NA
"2147",2.81129173427227
"2148",NA
"2149",3.38589572050038
"2150",2.39078273515195
"2151",5.19139798754309
"2152",NA
"2153",NA
"2154",3.22388831327646
"2155",2.39078273515195
"2156",1.71063995865128
"2157",5.14512682369784
"2158",3.38589572050038
"2159",2.0328040440925
"2160",2.37277833803963
"2161",NA
"2162",2.17495927264551
"2163",2.72515457937213
"2164",3.52358785685617
"2165",1.65071812473173
"2166",2.81129173427227
"2167",NA
"2168",NA
"2169",NA
"2170",5.78062564910553
"2171",3.11229036552345
"2172",4.34475713389236
"2173",1.96175087626972
"2174",1.96175087626972
"2175",4.14860807340797
"2176",3.64467807252855
"2177",5.01380096648236
"2178",2.72515457937213
"2179",2.39078273515195
"2180",2.81129173427227
"2181",5.14512682369784
"2182",3.81182217168693
"2183",3.38589572050038
"2184",4.14860807340797
"2185",NA
"2186",NA
"2187",3.38589572050038
"2188",NA
"2189",1.96175087626972
"2190",NA
"2191",1.65071812473173
"2192",0.302171101779486
"2193",NA
"2194",NA
"2195",NA
"2196",NA
"2197",4.22805693545802
"2198",2.70427519666414
"2199",NA
"2200",NA
"2201",3.38589572050038
"2202",2.37277833803963
"2203",3.52358785685617
"2204",2.62935535460519
"2205",1.73209898183812
"2206",5.01380096648236
"2207",5.01380096648236
"2208",NA
"2209",2.39078273515195
"2210",5.01380096648236
"2211",3.85705868783323
"2212",5.01380096648236
"2213",3.52358785685617
"2214",2.37277833803963
"2215",2.17495927264551
"2216",2.72515457937213
"2217",4.43779593100917
"2218",5.14512682369784
"2219",NA
"2220",5.14512682369784
"2221",NA
"2222",1.96175087626972
"2223",1.96175087626972
"2224",1.96175087626972
"2225",NA
"2226",NA
"2227",1.65071812473173
"2228",2.62935535460519
"2229",5.19139798754309
"2230",NA
"2231",2.39078273515195
"2232",NA
"2233",1.86846532658764
"2234",2.35068956684112
"2235",3.0282196720053
"2236",4.10455418882341
"2237",2.17495927264551
"2238",2.28162507017149
"2239",5.91388571113206
"2240",6.11995379748403
"2241",2.89136101854978
"2242",NA
"2243",NA
"2244",5.14512682369784
"2245",2.39078273515195
"2246",2.0328040440925
"2247",4.05178485829139
"2248",NA
"2249",2.39078273515195
"2250",2.0328040440925
"2251",NA
"2252",NA
"2253",2.0328040440925
"2254",1.96175087626972
"2255",2.39078273515195
"2256",2.0328040440925
"2257",NA
"2258",5.78062564910553
"2259",3.03330425409136
"2260",2.81129173427227
"2261",3.52358785685617
"2262",2.39078273515195
"2263",6.32500689860188
"2264",3.52358785685617
"2265",2.89136101854978
"2266",NA
"2267",NA
"2268",3.38589572050038
"2269",4.53989647631286
"2270",2.39078273515195
"2271",NA
"2272",4.05178485829139
"2273",5.14512682369784
"2274",4.54532660446142
"2275",4.34475713389236
"2276",NA
"2277",4.14860807340797
"2278",2.81129173427227
"2279",NA
"2280",3.38589572050038
"2281",3.95497463722755
"2282",4.34475713389236
"2283",2.39078273515195
"2284",2.70427519666414
"2285",2.39078273515195
"2286",NA
"2287",2.72515457937213
"2288",2.62935535460519
"2289",5.27373112867443
"2290",NA
"2291",NA
"2292",NA
"2293",NA
"2294",3.22388831327646
"2295",NA
"2296",5.64978075005027
"2297",3.11229036552345
"2298",2.17495927264551
"2299",4.34475713389236
"2300",3.52358785685617
"2301",3.22388831327646
"2302",2.17495927264551
"2303",3.18588225234087
"2304",3.38589572050038
"2305",4.43779593100917
"2306",3.52358785685617
"2307",1.51016765124146
"2308",7.18959999355424
"2309",NA
"2310",2.72515457937213
"2311",5.01380096648236
"2312",2.0328040440925
"2313",4.10455418882341
"2314",NA
"2315",3.38589572050038
"2316",2.72515457937213
"2317",NA
"2318",NA
"2319",NA
"2320",4.10455418882341
"2321",1.71063995865128
"2322",NA
"2323",2.0328040440925
"2324",NA
"2325",NA
"2326",2.72515457937213
"2327",NA
"2328",1.43044265215605
"2329",2.62935535460519
"2330",3.18588225234087
"2331",2.17495927264551
"2332",NA
"2333",5.01380096648236
"2334",5.52099921452465
"2335",2.0328040440925
"2336",4.05178485829139
"2337",2.78931061985496
"2338",NA
"2339",NA
"2340",5.91388571113206
"2341",3.26031645145353
"2342",4.05178485829139
"2343",NA
"2344",3.85705868783323
"2345",2.72515457937213
"2346",2.39078273515195
"2347",2.17495927264551
"2348",1.73209898183812
"2349",NA
"2350",3.81182217168693
"2351",2.72515457937213
"2352",4.14860807340797
"2353",5.78062564910553
"2354",1.96175087626972
"2355",2.37277833803963
"2356",2.17495927264551
"2357",2.22468838451663
"2358",3.03330425409136
"2359",NA
"2360",4.16395048243872
"2361",NA
"2362",4.10455418882341
"2363",NA
"2364",2.81129173427227
"2365",NA
"2366",3.38589572050038
"2367",1.40030853442918
"2368",1.65071812473173
"2369",1.65071812473173
"2370",1.71063995865128
"2371",NA
"2372",2.17495927264551
"2373",5.01380096648236
"2374",NA
"2375",NA
"2376",1.71063995865128
"2377",2.0328040440925
"2378",NA
"2379",3.52358785685617
"2380",NA
"2381",2.39078273515195
"2382",2.81129173427227
"2383",2.0328040440925
"2384",3.52358785685617
"2385",3.38589572050038
"2386",2.22468838451663
"2387",NA
"2388",3.85705868783323
"2389",2.35068956684112
"2390",NA
"2391",NA
"2392",NA
"2393",NA
"2394",4.24620082433421
"2395",3.95497463722755
"2396",1.96175087626972
"2397",3.85705868783323
"2398",2.17495927264551
"2399",3.52358785685617
"2400",3.22388831327646
"2401",NA
"2402",3.81182217168693
"2403",3.52358785685617
"2404",5.78062564910553
"2405",1.27560289949022
"2406",NA
"2407",NA
"2408",2.3902433721201
"2409",5.27373112867443
"2410",2.81129173427227
"2411",3.52358785685617
"2412",4.05178485829139
"2413",NA
"2414",2.39078273515195
"2415",3.22388831327646
"2416",NA
"2417",3.38589572050038
"2418",2.0328040440925
"2419",2.17495927264551
"2420",3.26031645145353
"2421",2.81129173427227
"2422",NA
"2423",4.34475713389236
"2424",NA
"2425",1.65071812473173
"2426",3.52358785685617
"2427",2.70427519666414
"2428",NA
"2429",2.37277833803963
"2430",NA
"2431",4.05178485829139
"2432",4.14860807340797
"2433",7.70351312429647
"2434",2.39078273515195
"2435",3.52358785685617
"2436",3.95497463722755
"2437",2.72515457937213
"2438",5.01380096648236
"2439",NA
"2440",NA
"2441",4.10455418882341
"2442",3.38589572050038
"2443",3.52358785685617
"2444",NA
"2445",3.85705868783323
"2446",NA
"2447",2.0328040440925
"2448",NA
"2449",3.95497463722755
"2450",4.05178485829139
"2451",5.01380096648236
"2452",NA
"2453",NA
"2454",3.95497463722755
"2455",4.05178485829139
"2456",0.939047033153969
"2457",5.14512682369784
"2458",3.38589572050038
"2459",4.43779593100917
"2460",4.05178485829139
"2461",1.51016765124146
"2462",6.32500689860188
"2463",NA
"2464",4.14860807340797
"2465",2.72515457937213
"2466",4.10455418882341
"2467",3.81182217168693
"2468",3.18588225234087
"2469",2.0328040440925
"2470",7.35836879914137
"2471",2.39078273515195
"2472",NA
"2473",2.78931061985496
"2474",4.53989647631286
"2475",4.05178485829139
"2476",2.39078273515195
"2477",1.73209898183812
"2478",3.38589572050038
"2479",3.95497463722755
"2480",4.54532660446142
"2481",1.86846532658764
"2482",2.0328040440925
"2483",NA
"2484",NA
"2485",NA
"2486",2.17495927264551
"2487",2.70427519666414
"2488",2.72515457937213
"2489",4.14860807340797
"2490",NA
"2491",3.18588225234087
"2492",4.05178485829139
"2493",NA
"2494",NA
"2495",NA
"2496",2.37277833803963
"2497",NA
"2498",4.10455418882341
"2499",NA
"2500",2.37277833803963
"2501",2.72515457937213
"2502",5.14512682369784
"2503",2.17495927264551
"2504",NA
"2505",5.78062564910553
"2506",4.54532660446142
"2507",4.10455418882341
"2508",4.05178485829139
"2509",3.38589572050038
"2510",1.86846532658764
"2511",2.39078273515195
"2512",6.32500689860188
"2513",3.26031645145353
"2514",7.02234211327985
"2515",3.38589572050038
"2516",NA
"2517",3.95497463722755
"2518",2.17495927264551
"2519",5.01380096648236
"2520",5.52099921452465
"2521",3.95497463722755
"2522",3.95497463722755
"2523",1.65071812473173
"2524",NA
"2525",5.14512682369784
"2526",NA
"2527",NA
"2528",4.05178485829139
"2529",3.0282196720053
"2530",2.89136101854978
"2531",NA
"2532",NA
"2533",1.43044265215605
"2534",3.38589572050038
"2535",7.18959999355424
"2536",2.72515457937213
"2537",NA
"2538",3.18588225234087
"2539",3.38589572050038
"2540",5.27373112867443
"2541",1.96175087626972
"2542",2.81129173427227
"2543",4.34475713389236
"2544",NA
"2545",2.10386661581034
"2546",NA
"2547",2.39078273515195
"2548",3.38589572050038
"2549",5.01380096648236
"2550",1.57293111511894
"2551",1.65071812473173
"2552",NA
"2553",5.78062564910553
"2554",5.14512682369784
"2555",4.34475713389236
"2556",NA
"2557",3.52358785685617
"2558",1.96175087626972
"2559",NA
"2560",NA
"2561",5.01380096648236
"2562",NA
"2563",3.38589572050038
"2564",5.01380096648236
"2565",4.14860807340797
"2566",3.18588225234087
"2567",5.64978075005027
"2568",5.14512682369784
"2569",4.34475713389236
"2570",NA
"2571",3.81182217168693
"2572",2.81129173427227
"2573",2.81129173427227
"2574",4.10455418882341
"2575",4.34475713389236
"2576",3.52358785685617
"2577",2.39078273515195
"2578",5.91388571113206
"2579",6.51291266424381
"2580",4.87696639104639
"2581",1.86846532658764
"2582",NA
"2583",3.52358785685617
"2584",4.64411245137364
"2585",NA
"2586",3.95497463722755
"2587",3.52358785685617
"2588",3.85705868783323
"2589",4.05178485829139
"2590",2.72515457937213
"2591",4.05178485829139
"2592",3.22388831327646
"2593",4.23924229418055
"2594",NA
"2595",2.17495927264551
"2596",2.39078273515195
"2597",NA
"2598",2.35068956684112
"2599",NA
"2600",6.51291266424381
"2601",3.95497463722755
"2602",4.05178485829139
"2603",3.22388831327646
"2604",2.17495927264551
"2605",NA
"2606",5.27373112867443
"2607",3.52358785685617
"2608",NA
"2609",2.38759970512209
"2610",NA
"2611",1.40030853442918
"2612",NA
"2613",2.0328040440925
"2614",2.81129173427227
"2615",NA
"2616",1.65071812473173
"2617",1.86846532658764
"2618",2.39078273515195
"2619",3.64467807252855
"2620",4.34475713389236
"2621",2.39078273515195
"2622",2.0328040440925
"2623",3.18588225234087
"2624",5.14512682369784
"2625",3.22388831327646
"2626",2.0328040440925
"2627",3.52358785685617
"2628",NA
"2629",5.01380096648236
"2630",1.73209898183812
"2631",NA
"2632",2.72515457937213
"2633",NA
"2634",1.96175087626972
"2635",4.54532660446142
"2636",2.72515457937213
"2637",2.72515457937213
"2638",2.89089453571891
"2639",3.64467807252855
"2640",2.22468838451663
"2641",3.38589572050038
"2642",2.86985534681481
"2643",2.81129173427227
"2644",3.52358785685617
"2645",NA
"2646",3.52358785685617
"2647",NA
"2648",2.39078273515195
"2649",3.38589572050038
"2650",2.72515457937213
"2651",5.91388571113206
"2652",2.0328040440925
"2653",3.38589572050038
"2654",3.38693361536037
"2655",NA
"2656",1.86846532658764
"2657",4.10455418882341
"2658",3.56498705677643
"2659",1.96175087626972
"2660",3.38589572050038
"2661",5.27373112867443
"2662",3.18588225234087
"2663",NA
"2664",NA
"2665",7.35836879914137
"2666",NA
"2667",NA
"2668",2.39078273515195
"2669",3.18588225234087
"2670",5.14512682369784
"2671",4.87696639104639
"2672",NA
"2673",5.01380096648236
"2674",NA
"2675",2.0328040440925
"2676",NA
"2677",3.64467807252855
"2678",NA
"2679",NA
"2680",1.002669629589
"2681",1.002669629589
"2682",NA
"2683",2.51895757143694
"2684",3.52358785685617
"2685",NA
"2686",2.37277833803963
"2687",3.22388831327646
"2688",4.34475713389236
"2689",5.19139798754309
"2690",1.73209898183812
"2691",5.14512682369784
"2692",2.37277833803963
